CITY,DISTRICT,NEIGHBOURHOOD,AIR CONDITIONING,FURNISHED,CAR PARK,CENTRAL HEATING,GAS COMBI,UNDERFLOOR HEATING,UNDERFLOOR COOLING,REALTOR FEE,TOTAL FLOORS,COMPLETION DATE,SUBTYPE,PROPERTY SIZE,STOREYS,BEDROOM,BATHROOM,BALCONY,FLOOR,PRICE
İstanbul,Sarıyer,Ayazağa,1,0,0,0,0,0,0,FREE,10,6 / 2024,Middle Floor,230.0,1,5,3,2,,3340.0
Antalya,Kemer,Çamyuva,1,0,1,0,0,1,0,%4,2,8 / 2023,Detached Villa,140.0,2,3,3,1,,950.0
Antalya,Alanya,Demirtaş,1,0,1,0,0,0,0,%2,,6 / 2024,Middle Floor,59.0,1,1,1,1,1,95.0
Yalova,Çınarcık,Karpuzdere,0,0,1,0,1,0,0,FREE,4,6 / 2027,Middle Floor,90.0,1,1,1,1,1,134.0
Yalova,Çınarcık,Karpuzdere,0,0,1,0,1,0,0,FREE,4,6 / 2027,Ground Floor,111.0,1,2,1,1,1,157.0
Yalova,Çınarcık,Karpuzdere,0,0,1,0,1,0,0,FREE,4,6 / 2027,Duplex,141.0,2,2,1,1,3,222.0
Yalova,Çınarcık,Karpuzdere,0,0,1,0,1,0,0,FREE,4,6 / 2027,Duplex,193.0,2,3,2,2,1,266.0
Yalova,Çınarcık,Karpuzdere,0,0,1,0,1,0,0,FREE,4,6 / 2027,Duplex,255.0,2,4,2,2,1,350.0
Antalya,Kepez,Gülveren,1,0,0,0,0,1,0,%2,11,10 / 2023,Middle Floor,99.0,1,2,2,1,7,300.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,10 / 2021,Middle Floor,122.0,1,2,2,3,,420.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,10 / 2021,Penthouse,238.0,1,3,3,4,,720.0
Antalya,Alanya,Türkler,1,0,1,0,0,0,0,%2,,12 / 2024,Penthouse,95.0,2,2,2,2,,199.0
Ankara,Altındağ,Feridun Çelik,0,0,1,0,1,0,0,FREE,,12 / 2022,Shop,500.0,1,Studio,,,,849.0
Ankara,Mamak,Cengizhan,0,0,1,0,0,0,0,FREE,37,6 / 2021,Middle Floor,125.0,1,2,2,1,,142.0
Ankara,Mamak,Cengizhan,0,0,1,0,0,0,0,FREE,37,6 / 2021,Middle Floor,158.0,1,3,2,2,,183.0
Ankara,Mamak,Cengizhan,0,0,1,0,0,0,0,FREE,37,6 / 2021,Middle Floor,190.0,1,4,2,2,,208.0
Yalova,Yalova Merkez,Dere,1,0,1,0,1,1,0,%2,3,4 / 2024,Middle Floor,60.0,1,1,1,1,1,85.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,5,1 / 2025,Middle Floor,52.0,1,1,1,1,,90.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,5,1 / 2025,Penthouse,100.0,2,2,3,2,,183.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,12 / 2023,Middle Floor,48.0,1,1,1,1,1,118.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,12 / 2023,Middle Floor,92.0,1,2,2,1,,155.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,12 / 2023,Penthouse,132.0,1,2,2,1,,200.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,12 / 2023,Penthouse,160.0,1,3,2,2,,280.0
Ankara,Çankaya,Beytepe,0,0,1,0,0,0,0,%2,30,4 / 2025,Middle Floor,213.0,1,4,2,2,,588.0
İstanbul,Eyüpsultan,Silahtarağa,0,0,0,1,1,0,0,%2,6,8 / 2014,Duplex,180.0,2,3,1,2,5,243.0
Muğla,Fethiye,Foça,1,1,0,0,0,0,0,FREE,2,1 / 2020,Ground Floor,105.0,2,2,1,,1,187.0
İstanbul,Kadıköy,Kozyatağı,0,0,1,0,1,1,0,%2,9,9 / 2024,Middle Floor,70.0,1,2,1,,2,197.0
İstanbul,Güngören,Sanayi,0,0,0,1,1,0,0,%2,5,10 / 1997,Middle Floor,104.0,1,2,1,1,1,79.5
Antalya,Serik,Belek,1,1,0,0,0,0,0,%2,3,12 / 2009,Duplex,110.0,2,2,1,2,1,145.0
Mersin,Erdemli,İlemin,1,0,1,0,0,0,0,FREE,2,9 / 2024,Semi-Detached Villa,316.0,2,4,4,3,,450.0
Antalya,Serik,Belek,1,1,0,0,0,1,0,FREE,3,4 / 2007,Middle Floor,125.0,1,3,2,1,1,145.0
Antalya,Kepez,Gülveren,1,0,0,0,0,1,0,%2,12,10 / 2023,Middle Floor,66.0,1,1,1,1,7,177.0
Antalya,Kepez,Fevzi Çakmak,1,1,1,0,0,0,0,%2,6,10 / 2019,Middle Floor,95.0,1,2,1,2,1,82.5
Antalya,Serik,Belek,1,1,0,0,0,0,0,%2,3,8 / 2008,Middle Floor,125.0,1,3,2,2,2,175.0
Mersin,Erdemli,Tömük,1,0,1,0,1,0,0,FREE,2,12 / 2026,Semi-Detached Villa,179.0,2,4,5,3,,420.0
İstanbul,Fatih,Seyyid Ömer,0,0,1,1,0,0,0,%2,4,10 / 1996,Middle Floor,95.0,1,3,1,1,2,127.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,1,0,FREE,5,8 / 2024,Middle Floor,65.0,1,1,1,1,,175.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,1,0,FREE,5,8 / 2024,Middle Floor,115.0,1,2,2,2,,230.0
Antalya,Muratpaşa,Güzeloba,1,0,0,0,0,0,0,%2,3,4 / 2012,Ground Floor,56.0,1,1,1,1,,110.0
İstanbul,Kağıthane,Hamidiye,1,0,0,0,0,1,0,FREE,12,12 / 2025,Middle Floor,53.0,1,1,1,1,,189.0
İstanbul,Kağıthane,Hamidiye,1,0,0,0,0,1,0,FREE,12,12 / 2025,Middle Floor,112.0,1,2,1,1,,394.0
İstanbul,Ataşehir,İçerenköy,1,0,0,0,1,1,0,FREE,,5 / 2025,Middle Floor,117.0,1,2,1,1,,482.0
İstanbul,Ataşehir,İçerenköy,1,0,0,0,1,1,0,FREE,,5 / 2025,Middle Floor,186.0,1,3,1,1,,760.0
İstanbul,Ataşehir,İçerenköy,1,0,0,0,1,1,0,FREE,,5 / 2025,Middle Floor,217.0,1,4,2,1,,1045.0
İzmir,Karşıyaka,Mavişehir,1,0,0,1,1,1,0,%2,12,12 / 2024,Semi-Detached Villa,466.0,2,5,6,2,4,1865.0
İzmir,Karşıyaka,Mavişehir,1,0,0,1,1,1,0,%2,12,12 / 2024,Semi-Detached Villa,426.0,2,4,5,2,3,2050.0
İzmir,Karşıyaka,Mavişehir,1,0,0,1,1,1,0,%2,12,12 / 2024,Semi-Detached Villa,868.0,2,8,9,2,7,5595.0
Antalya,Alanya,Tosmur,1,1,0,0,0,0,0,FREE,6,1 / 2000,Ground Floor,80.0,1,2,1,1,,137.0
Antalya,Kaş,Kalkan,1,1,1,0,0,1,0,%2,3,1 / 2020,Detached Villa,260.0,3,5,5,4,,1500.0
Antalya,Döşemealtı,Yeniköy,1,0,1,0,1,0,0,FREE,,9 / 2023,Middle Floor,100.0,1,2,2,2,,99.0
İstanbul,Beyoğlu,Cihangir,1,0,0,0,0,1,0,FREE,5,8 / 2022,Middle Floor,52.0,1,1,1,,,355.0
İstanbul,Beyoğlu,Cihangir,1,0,0,0,0,1,0,FREE,5,8 / 2022,Duplex,129.0,1,4,2,1,,1140.0
Antalya,Alanya,Mahmutlar,1,1,0,0,0,0,0,%2,,8 / 2015,Middle Floor,95.0,1,2,2,2,,135.0
Antalya,Döşemealtı,Çıplaklı,1,0,1,0,0,1,0,FREE,2,3 / 2024,Detached Villa,320.0,2,4,5,3,,1100.0
İstanbul,Eyüpsultan,Göktürk Merkez,1,0,0,0,0,1,0,FREE,4,4 / 2026,Middle Floor,65.0,1,1,1,1,,307.0
İstanbul,Eyüpsultan,Göktürk Merkez,1,0,0,0,0,1,0,FREE,4,4 / 2026,Middle Floor,105.0,1,2,2,1,,535.0
İstanbul,Eyüpsultan,Göktürk Merkez,1,0,0,0,0,1,0,FREE,4,4 / 2026,Middle Floor,147.0,1,3,2,1,,802.0
İstanbul,Eyüpsultan,Göktürk Merkez,1,0,0,0,0,1,0,FREE,4,4 / 2026,Ground Floor,315.0,1,4,2,1,,1220.0
Antalya,Serik,Belek,1,0,1,0,0,0,0,FREE,3,1 / 2023,Semi-Detached Villa,285.0,3,4,3,2,,450.0
Ankara,Etimesgut,Göksu,0,0,0,0,0,0,0,%2,23,12 / 2024,Middle Floor,104.0,1,2,2,1,,219.0
İstanbul,Fatih,Akşemsettin,1,0,0,0,1,0,0,%2,5,8 / 2022,Middle Floor,85.0,1,3,2,2,4,227.0
İstanbul,Beylikdüzü,Dereağzı,0,0,1,0,1,0,0,FREE,4,12 / 2024,Middle Floor,73.0,1,1,1,,,141.0
İstanbul,Beylikdüzü,Dereağzı,0,0,1,0,1,0,0,FREE,4,12 / 2024,Middle Floor,103.0,1,2,2,1,,211.0
İstanbul,Beylikdüzü,Dereağzı,0,0,1,0,1,0,0,FREE,4,12 / 2024,Middle Floor,138.0,1,3,2,1,,296.0
İstanbul,Beylikdüzü,Dereağzı,0,0,1,0,1,0,0,FREE,4,12 / 2024,Duplex,203.0,1,4,2,2,,445.0
İstanbul,Şişli,Cumhuriyet,1,0,1,0,0,0,0,FREE,54,12 / 2016,Middle Floor,86.0,1,1,1,,,560.0
İstanbul,Şişli,Cumhuriyet,1,0,1,0,0,0,0,FREE,54,12 / 2016,Middle Floor,97.0,1,2,1,,,597.0
Mersin,Erdemli,Tömük,1,0,0,0,0,0,0,FREE,8,7 / 2025,Middle Floor,53.0,1,1,1,1,,60.0
Mersin,Erdemli,Tömük,1,0,0,0,0,0,0,FREE,8,7 / 2025,Middle Floor,92.0,1,2,1,3,,80.0
Ankara,Gölbaşı,İncek,0,1,1,0,1,0,0,FREE,5,12 / 2022,Duplex,190.0,2,4,2,2,,170.0
Antalya,Alanya,Payallar,1,0,1,0,0,0,0,FREE,,8 / 2024,Middle Floor,55.0,1,1,1,1,,137.0
Antalya,Alanya,Payallar,1,0,1,0,0,0,0,FREE,,8 / 2024,Duplex,110.0,2,2,2,2,,242.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,10 / 2023,Middle Floor,80.0,1,1,1,1,,130.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,10 / 2023,Middle Floor,120.0,1,2,2,2,,190.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,10 / 2023,Ground Floor,160.0,2,2,2,1,,210.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,10 / 2023,Penthouse,150.0,2,2,2,2,,225.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,12 / 2021,Middle Floor,75.0,1,1,1,1,1,360.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,12 / 2021,Middle Floor,95.0,1,2,2,2,,450.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,12 / 2021,Ground Floor,180.0,2,2,2,2,1,465.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,12 / 2021,Penthouse,210.0,2,3,2,2,,510.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,10 / 2023,Detached Villa,265.0,2,4,4,1,,899.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,12 / 2023,Middle Floor,65.0,1,1,1,1,1,140.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,12 / 2023,Penthouse,110.0,2,2,2,2,,215.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,3,12 / 2023,Ground Floor,120.0,2,2,2,1,,238.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,0,0,FREE,4,5 / 2022,Middle Floor,80.0,1,1,1,1,1,250.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,0,0,FREE,4,5 / 2022,Penthouse,160.0,2,3,3,2,,450.0
Antalya,Alanya,İshaklı,1,0,1,0,0,0,0,FREE,9,6 / 2023,Middle Floor,80.0,1,1,1,1,4,150.0
Antalya,Alanya,Avsallar,1,0,1,0,0,1,0,FREE,,3 / 2023,Middle Floor,65.0,1,1,1,1,,249.0
Antalya,Alanya,Avsallar,1,0,1,0,0,1,0,FREE,,3 / 2023,Penthouse,115.0,2,2,2,2,,299.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,5 / 2024,Middle Floor,65.0,1,1,1,1,,105.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,5 / 2024,Ground Floor,120.0,2,3,2,1,,190.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,4,5 / 2024,Penthouse,245.0,1,3,3,5,,425.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,0,0,FREE,,9 / 2020,Penthouse,200.0,2,3,2,1,5,389.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,12,1 / 2019,Middle Floor,65.0,1,1,1,1,9,225.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,12,1 / 2019,Middle Floor,95.0,1,2,1,1,,305.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,12,1 / 2019,Penthouse,150.0,2,2,2,2,,480.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,12,1 / 2019,Penthouse,210.0,2,3,2,1,12,708.0
Antalya,Alanya,Kargıcak,1,1,1,0,0,0,0,FREE,5,9 / 2021,Middle Floor,80.0,1,1,1,1,,230.0
İzmir,Bayraklı,Mansuroğlu,1,0,0,0,0,0,0,FREE,9,3 / 2026,Office,40.0,1,2,1,,1,159.0
İzmir,Bayraklı,Mansuroğlu,1,0,0,0,0,0,0,FREE,9,3 / 2026,Office,80.0,1,4,1,,3,313.0
İzmir,Çeşme,16 Eylül,1,0,1,0,0,0,0,%2,2,12 / 2025,Semi-Detached Villa,280.0,2,3,4,2,1,1300.0
İstanbul,Üsküdar,Güzeltepe,0,0,0,0,1,0,0,FREE,6,9 / 2024,Middle Floor,64.0,1,1,1,,,167.0
İstanbul,Üsküdar,Güzeltepe,0,0,0,0,1,0,0,FREE,6,9 / 2024,Middle Floor,84.0,1,2,2,1,,235.0
İstanbul,Üsküdar,Güzeltepe,0,0,0,0,1,0,0,FREE,6,9 / 2024,Middle Floor,108.0,1,3,2,1,,323.0
İstanbul,Üsküdar,Güzeltepe,0,0,0,0,1,0,0,FREE,6,9 / 2024,Duplex,168.0,2,4,2,1,,452.0
İzmir,Bornova,Altındağ,1,0,1,0,0,0,0,%2,38,12 / 2025,Middle Floor,58.0,1,1,1,1,3,170.0
İzmir,Bornova,Altındağ,1,0,1,0,0,0,0,%2,38,12 / 2025,Middle Floor,79.0,1,2,1,1,5,212.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,1,0,FREE,,9 / 2025,Middle Floor,83.0,1,2,2,1,,331.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,1,0,FREE,,9 / 2025,Penthouse,163.0,1,4,5,3,,749.0
İzmir,Çeşme,İsmet İnönü,1,0,1,0,0,0,0,%2,6,12 / 2025,Middle Floor,34.0,1,Studio,1,1,3,112.0
İzmir,Çeşme,İsmet İnönü,1,0,1,0,0,0,0,%2,6,12 / 2025,Middle Floor,51.0,1,1,1,1,4,202.0
İzmir,Çeşme,İsmet İnönü,1,0,1,0,0,0,0,%2,6,12 / 2025,Middle Floor,90.0,1,2,1,1,5,315.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,7 / 2024,Middle Floor,58.0,1,1,1,1,,160.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,7 / 2024,Penthouse,111.0,1,2,2,2,,299.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,10 / 2024,Middle Floor,92.0,1,2,1,1,,235.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,10 / 2024,Penthouse,170.0,2,2,2,2,11,405.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,10 / 2024,Penthouse,190.0,2,3,2,1,11,685.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,1,0,FREE,11,12 / 2024,Middle Floor,75.0,1,1,1,1,,270.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,1,0,FREE,11,12 / 2024,Middle Floor,130.0,1,2,2,1,,430.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,1,0,FREE,11,12 / 2024,Penthouse,120.0,2,2,2,2,11,545.0
Antalya,Alanya,Demirtaş,0,0,1,0,0,0,0,FREE,9,6 / 2024,Middle Floor,55.0,1,1,1,1,,116.0
Antalya,Alanya,Demirtaş,0,0,1,0,0,0,0,FREE,9,6 / 2024,Middle Floor,90.0,1,2,2,1,,162.0
Antalya,Alanya,Demirtaş,0,0,1,0,0,0,0,FREE,9,6 / 2024,Ground Floor,110.0,2,2,2,2,,177.0
Antalya,Alanya,Demirtaş,0,0,1,0,0,0,0,FREE,9,6 / 2024,Penthouse,110.0,2,2,2,2,9,197.0
Antalya,Alanya,Demirtaş,0,0,1,0,0,0,0,FREE,9,6 / 2024,Ground Floor,155.0,2,4,4,2,9,249.0
Antalya,Alanya,Demirtaş,0,0,1,0,0,0,0,FREE,9,6 / 2024,Penthouse,165.0,2,4,4,3,9,269.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,0,0,FREE,3,12 / 2024,Detached Villa,677.0,1,4,3,3,,1250.0
Antalya,Alanya,Mahmutlar,0,0,0,0,0,0,0,FREE,3,5 / 2023,Middle Floor,55.0,1,1,1,1,1,88.0
Antalya,Alanya,Mahmutlar,0,0,0,0,0,0,0,FREE,3,5 / 2023,Penthouse,95.0,2,2,2,2,3,177.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,3,12 / 2023,Middle Floor,155.0,1,2,2,1,,319.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,3,12 / 2023,Middle Floor,190.0,1,3,2,1,,359.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,3,12 / 2023,Penthouse,170.0,2,3,2,2,3,359.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,3,12 / 2023,Penthouse,250.0,2,4,4,2,3,459.0
Antalya,Alanya,Kestel,0,0,1,0,0,0,0,FREE,4,10 / 2023,Middle Floor,55.0,1,1,1,1,,160.0
Antalya,Alanya,Kestel,0,0,1,0,0,0,0,FREE,4,10 / 2023,Middle Floor,85.0,1,2,2,2,,195.0
Antalya,Alanya,Kestel,0,0,1,0,0,0,0,FREE,4,10 / 2023,Ground Floor,120.0,2,3,3,1,,325.0
Antalya,Alanya,Kestel,0,0,1,0,0,0,0,FREE,4,10 / 2023,Penthouse,145.0,2,3,3,3,4,360.0
Antalya,Alanya,Kestel,0,0,1,0,0,0,0,FREE,4,10 / 2023,Penthouse,160.0,2,4,3,3,4,400.0
Antalya,Alanya,Demirtaş,1,0,1,0,0,0,0,FREE,8,12 / 2024,Middle Floor,65.0,1,1,1,1,,121.0
Antalya,Alanya,Demirtaş,1,0,1,0,0,0,0,FREE,8,12 / 2024,Middle Floor,90.0,1,2,2,1,,179.0
Antalya,Alanya,Demirtaş,1,0,1,0,0,0,0,FREE,8,12 / 2024,Penthouse,115.0,2,2,3,2,8,230.0
Antalya,Alanya,Konaklı,1,0,1,0,0,0,0,FREE,5,9 / 2024,Penthouse,115.0,2,2,2,3,,290.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,12 / 2023,Middle Floor,68.0,1,1,1,1,,148.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,12 / 2023,Penthouse,215.0,2,4,3,2,11,550.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,4,6 / 2024,Middle Floor,90.0,1,1,1,1,,185.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,4,6 / 2024,Penthouse,150.0,2,2,3,2,4,325.0
Antalya,Alanya,Kargıcak,0,0,1,0,0,0,0,FREE,4,6 / 2024,Penthouse,180.0,2,3,4,3,4,400.0
Antalya,Alanya,Bektaş,1,0,1,0,0,1,0,FREE,4,4 / 2024,Detached Villa,450.0,4,4,5,1,,1450.0
Antalya,Alanya,Türkler,1,0,1,0,0,0,0,FREE,,12 / 2024,Middle Floor,56.0,1,1,1,1,,195.0
Antalya,Alanya,Türkler,1,0,1,0,0,0,0,FREE,,12 / 2024,Penthouse,95.0,2,2,2,2,,285.0
Antalya,Alanya,Türkler,1,0,1,0,0,0,0,FREE,,12 / 2024,Penthouse,110.0,2,3,,,,355.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,13,8 / 2024,Middle Floor,70.0,1,1,1,1,,146.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,13,8 / 2024,Penthouse,130.0,2,2,2,1,,250.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,6 / 2024,Middle Floor,65.0,1,1,1,1,,155.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,6 / 2024,Ground Floor,120.0,1,2,2,,,219.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,6 / 2024,Penthouse,150.0,2,2,2,2,11,275.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,6 / 2024,Penthouse,170.0,2,3,2,3,11,325.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,1,0,FREE,4,12 / 2024,Detached Villa,220.0,4,5,6,3,,1600.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,5,5 / 2024,Middle Floor,65.0,1,1,1,1,,182.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,5,5 / 2024,Penthouse,85.0,2,2,2,2,,325.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,12 / 2023,Middle Floor,55.0,1,1,1,1,,125.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,12 / 2023,Penthouse,110.0,2,2,2,2,11,175.0
Antalya,Alanya,Karakocalı,0,0,1,0,0,0,0,FREE,3,6 / 2023,Middle Floor,125.0,1,3,2,2,,215.0
Antalya,Alanya,Karakocalı,0,0,1,0,0,0,0,FREE,3,6 / 2023,Penthouse,240.0,2,5,3,3,5,355.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Middle Floor,53.0,1,1,1,1,,175.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Middle Floor,109.0,1,2,2,2,,260.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Penthouse,120.0,2,2,2,2,,350.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Penthouse,195.0,2,3,3,5,,525.0
Antalya,Alanya,Payallar,1,0,1,0,0,0,0,FREE,,9 / 2024,Ground Floor,70.0,1,1,1,2,,110.0
Antalya,Alanya,Payallar,1,0,1,0,0,0,0,FREE,,9 / 2024,Duplex,85.0,1,2,1,1,,180.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,6 / 2024,Office,70.0,1,2,,,,240.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,6 / 2024,Office,130.0,1,3,,,,350.0
Antalya,Alanya,Türkler,1,0,1,0,0,0,0,FREE,7,5 / 2024,Penthouse,193.0,1,3,2,2,,394.0
Antalya,Alanya,Türkler,1,0,1,0,0,0,0,FREE,7,5 / 2024,Duplex,118.0,1,2,2,1,,450.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,6 / 2024,Middle Floor,70.0,1,1,1,1,,130.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,6 / 2024,Penthouse,140.0,2,2,2,2,,210.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,6 / 2024,Penthouse,190.0,2,3,2,3,,270.0
Antalya,Alanya,Payallar,1,0,1,0,0,0,0,FREE,4,3 / 2024,Middle Floor,62.0,1,1,1,1,1,86.0
Antalya,Alanya,Payallar,1,0,1,0,0,0,0,FREE,4,3 / 2024,Duplex,112.0,2,2,1,2,,119.0
Antalya,Alanya,Kestel,1,0,1,0,0,0,0,FREE,10,5 / 2025,Middle Floor,80.0,1,1,1,1,,175.0
Antalya,Alanya,Kestel,1,0,1,0,0,0,0,FREE,10,5 / 2025,Middle Floor,91.0,1,2,2,1,,270.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,5 / 2024,Middle Floor,120.0,1,2,2,1,,186.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,5 / 2024,Middle Floor,135.0,1,3,2,2,,227.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,5 / 2024,Ground Floor,260.0,2,4,5,3,,245.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,5 / 2024,Penthouse,250.0,2,4,3,5,11,285.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,9,6 / 2024,Middle Floor,55.0,1,1,1,1,,109.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,9,6 / 2024,Penthouse,135.0,1,2,2,3,,235.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,0,0,FREE,4,1 / 2020,Duplex,160.0,3,3,2,1,2,205.0
Muğla,Fethiye,Uzunyurt,1,1,1,0,0,0,0,%2,3,12 / 2018,Detached Villa,450.0,1,6,5,3,1,2200.0
Muğla,Dalaman,Karaçalı,1,0,1,0,0,1,1,%2,2,12 / 2024,Semi-Detached Villa,170.0,2,3,3,,1,241.0
Mersin,Erdemli,Arpaçbahşiş,1,0,1,0,0,0,0,FREE,13,2 / 2025,Middle Floor,66.0,1,1,1,2,,63.0
Mersin,Erdemli,Arpaçbahşiş,1,0,1,0,0,0,0,FREE,13,2 / 2025,Middle Floor,100.0,1,2,2,2,,92.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,6,3 / 2025,Middle Floor,60.0,1,1,1,1,,69.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,6,3 / 2025,Penthouse,120.0,2,2,2,2,5,120.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,3,5 / 2024,Detached Villa,240.0,2,3,2,2,,700.0
Antalya,Alanya,Demirtaş,1,0,1,0,0,0,0,FREE,10,5 / 2024,Middle Floor,55.0,1,1,1,1,,130.0
Antalya,Alanya,Demirtaş,1,0,1,0,0,0,0,FREE,10,5 / 2024,Ground Floor,78.0,1,2,2,2,,184.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,5,6 / 2024,Middle Floor,55.0,1,1,1,1,,89.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,5,6 / 2024,Penthouse,75.0,2,2,1,2,4,140.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,6,4 / 2024,Middle Floor,60.0,1,1,1,1,,139.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,6,4 / 2024,Penthouse,180.0,2,3,3,1,,330.0
